szcodes,qa1,q1a1,q1a2,q2,q3,q4,q5,q61,q62,q63,q64,q65,q66,q67,q68,q69,q610,q7,head_name,addresss,phone_number,interviewer_name,date_of_interview,time_of_interview,intercozed,end_time_of_interview,x,zstepcode,lang,headnX,address,interv,phone,caseidX,regionX,districtX,urbrurX,rScore,pov_likelihood,quart,ptile4,phoneStar,select1100,regionID,treatment,caseid,eacode,clust,nh,region,district,urbrur,dwell,hhhead,lango,hhno,locname,headn,newh,addressh,tel1,tel2,tel3,hhsize,listing_hhsize,intcode,cycle,memid,memname,s1q2,s1q3,s1q4dd,s1q4mm,s1q4yy,s1q5y,s1q5m,s1q6,s1q7,s1q8,s1q9,s1q10,s1q10o,s1q11,s1q12,s1q12_2,s1q13,s1q14,s1q15,s1q16,s1q16a,s1q16ao,s1q17,s1q17o,s1q18,s1q19,s1q20,s1q20a,s1q20ao,s1q21,s1q21o,s1q22,s1q23,s1q24,hh,motherTogether,fatherTogether,noReligion,female,age,married,spouseTogether,ageMarried
1010012,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,One,No one ages 5 to 17,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,Only Television,Two,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,15092020,1522,101,152604,1,1010012,Akan,PII,PII,101,PII,3005,Western,108,Urban,92,0,1,1,PII,0,1,2,3005,.p,30,5,Western,108,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,4,3,32,3,1,PII,Male,Head,10,October,1980,36,,Married,Yes,2,25,Islam,,Western,Ghanaian by Birth,,Busanga,"No, but deceased",,Don?t know,,,Service,,"No, but deceased",,Don?t know,,,Don't Know,,0,,Yes,05,0,0,0,0,36,1,1,25
1020067,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,Only Television,Two,Only Bicycle,Thank you,PII,PII,PII,PII,15092020,1509,102,151355,1,1020067,Akan,PII,PII,102,PII,3101,Western,109,Urban,55,4.3000002,2,3,PII,1,1,0,3101,.p,31,1,Western,109,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,8,8,23,1,1,PII,Male,Head,1,June,1952,64,,Married,Yes,2,26,Pentecostal/Charismatic,,Western,Ghanaian by Birth,,Nzema,"No, but deceased",,Primary,P6,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,01,0,0,0,0,64,1,1,26
1030163,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Seven,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,17092020,626,103,170821,1,1030163,Akan,PII,PII,103,PII,3111,Western,109,Urban,69,1.1,1,1,PII,0,1,0,3111,.p,31,11,Western,109,Urban,Yes,Yes,,,,PII,,,.p,.p,,6,6,23,1,1,PII,Male,Head,30,August,1978,38,,Married,Yes,2,28,Protestant,,Western,Ghanaian by Birth,,Asante,"No, but alive",,Teacher Training/Agric/ Nursing Cert,Year three,,Service,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,11,0,0,0,0,38,1,1,28
1050220,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,No,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Two,No,Thank you,PII,PII,PII,PII,15092020,1058,105,105856,1,1050220,Akan,PII,PII,105,PII,3405,Western,111,Urban,62,2.2,2,2,PII,1,1,1,3405,.p,34,5,Western,111,Urban,Yes,Yes,,,,PII,,,.p,.p,,3,3,25,2,1,PII,Female,Head,22,March,1986,30,,Married,No,,29,Protestant,,Greater Accra,Ghanaian by Birth,,Ewe,"No, but deceased",,Middle,M4,,Professional/Technical,,Yes,3,,,,,,0,,Yes,05,1,0,0,1,30,1,0,29
1040207,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Three,No one ages 5 to 17,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,15092020,1816,104,181705,1,1040207,Akan,PII,PII,104,PII,3412,Western,111,Urban,60,2.2,2,2,PII,1,1,1,3412,.p,34,12,Western,111,Urban,Yes,Yes,,,,PII,,,.p,.p,,7,10,25,2,1,PII,Male,Head,17,March,1955,61,,Married,Yes,2,30,Pentecostal/Charismatic,,Western,Ghanaian by Birth,,Wasa,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,12,0,0,0,0,61,1,1,30
1020055,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,15092020,1348,102,135622,1,1020055,Akan,PII,PII,102,PII,3504,Western,112,Urban,74,.80000001,1,1,PII,0,1,0,3504,.p,35,4,Western,112,Urban,Yes,Yes,,,,PII,,,.p,.p,,7,6,25,3,1,PII,Male,Head,30,November,1982,34,,Married,Yes,2,22,Pentecostal/Charismatic,,Western,Ghanaian by Birth,,Fante,"No, but alive",,University (Bachelor),Year four,,Professional/Technical,,"No, but alive",,Polytechnic,Year three,,Professional/Technical,,0,,Yes,04,0,0,0,0,34,1,1,22
1020091,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Wood, crop residue, sawdust, animal waste, or other",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,No,Thank you,PII,PII,PII,PII,16092020,1304,102,130753,1,1020091,Akan,PII,PII,102,PII,3514,Western,112,Urban,41,19.6,5,5,PII,1,1,2,3514,.p,35,14,Western,112,Urban,Yes,Yes,,,,PII,,,.p,.p,,7,8,25,3,1,PII,Male,Head,14,May,1957,59,,Married,Yes,2,22,No religion,,Eastern,Ghanaian by Birth,,Ewe,"No, Whereabouts not known",,Middle,None,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,14,0,0,1,0,59,1,1,22
1070343,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Four,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Wood, crop residue, sawdust, animal waste, or other",Yes,Only Television,Two,No,Thank you,PII,PII,PII,PII,16092020,1127,107,113336,1,1070343,Akan,PII,PII,107,PII,3601,Western,114,Urban,52,7.1999998,3,4,PII,1,1,2,3601,.p,36,1,Western,114,Urban,Yes,Yes,,,,PII,,,.p,.p,,10,9,23,8,1,PII,Male,Head,DK,March,1950,67,,Married,Yes,2,31,No religion,,Brong Ahafo,Ghanaian by Birth,,Boron (Brong) (including Banda),"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,01,0,0,1,0,67,1,1,31
1040215,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,No,Thank you,PII,PII,PII,PII,15092020,1831,104,183615,1,1040215,Akan,PII,PII,104,PII,3612,Western,114,Urban,34,40.200001,6,6,PII,1,1,0,3612,.p,36,12,Western,114,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,8,9,23,8,1,PII,Male,Head,DK,February,1961,56,,Married,Yes,2,31,Pentecostal/Charismatic,,Upper East,Ghanaian by Birth,,Builsa (Kangyaga or Kanjaga),"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,12,0,0,0,0,56,1,1,31
1030140,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Seven,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,16092020,937,103,94130,1,1030140,Akan,PII,PII,103,PII,3705,Western,114,Urban,53,7.1999998,3,3,PII,1,1,0,3705,.p,37,5,Western,114,Urban,Yes,Yes,,,,PII,,,.p,.p,,4,4,24,8,1,PII,Male,Head,3,September,1956,60,,Married,Yes,2,24,Catholic,,Eastern,Ghanaian by Birth,,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)","No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,05,0,0,0,0,60,1,1,24
1050236,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,No,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Wood, crop residue, sawdust, animal waste, or other",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Only Bicycle,Thank you,PII,PII,PII,PII,16092020,1508,105,151347,1,1050236,Akan,PII,PII,105,PII,3706,Western,114,Urban,37,29,5,5,PII,1,1,0,3706,.p,37,6,Western,114,Urban,Yes,Yes,,,,PII,,,.p,.p,,6,4,24,8,1,PII,Male,Head,DK,April,1945,72,,Married,Yes,2,35,Islam,,Western,Ghanaian by Birth,,Sefwi,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,06,0,0,0,0,72,1,1,35
1040190,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Two,No,Thank you,PII,PII,PII,PII,15092020,1611,104,161713,1,1040190,Akan,PII,PII,104,PII,3902,Western,115,Urban,53,7.1999998,3,4,PII,1,1,1,3902,.p,39,2,Western,115,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,5,4,23,10,1,PII,Male,Head,12,May,1984,33,,Married,Yes,2,25,Islam,,Ashanti,Ghanaian by Birth,,Mamprusi,"No, but deceased",,Primary,P3,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,02,0,0,0,0,33,1,1,25
1070364,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Seven,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,17092020,859,107,90533,1,1070364,Akan,PII,PII,107,PII,3913,Western,115,Urban,69,1.1,1,1,PII,0,1,1,3913,.p,39,13,Western,115,Urban,Yes,Yes,,,,PII,,,.p,.p,,6,7,23,10,1,PII,Male,Head,6,December,1973,43,,Married,Yes,2,31,Catholic,,Western,Ghanaian by Birth,,Asante,"No, but alive",,Middle,M4,,Service,,"No, but deceased",,Don?t know,,,Sales,,0,,Yes,13,0,0,0,0,43,1,1,31
1050227,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Only Bicycle,Thank you,PII,PII,PII,PII,17092020,1926,105,193034,1,1050227,Akan,PII,PII,105,PII,4005,Western,117,Urban,64,2.2,2,2,PII,1,1,2,4005,.p,40,5,Western,117,Urban,Yes,Yes,,,,PII,,,.p,.p,,5,5,22,6,1,PII,Female,Head,21,February,1979,38,,Married,No,,19,Other Christian,,Western,Ghanaian by Birth,,Sefwi,"No, but alive",,University (Bachelor),Year four,,Professional/Technical,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,05,0,0,0,1,38,1,0,19
1080414,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","KVIP, or WC","Charcoal, or kerosene",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,15092020,1057,108,105757,1,1080414,Akan,PII,PII,108,PII,4011,Western,117,Urban,51,7.1999998,3,4,PII,1,1,0,4011,.p,40,11,Western,117,Urban,Yes,Yes,,,,PII,,,.p,.p,,4,4,22,6,1,PII,Male,Head,6,August,1968,48,,Married,Yes,2,20,Protestant,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,11,0,0,0,0,48,1,1,20
1020106,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Seven,Yes,No male head/ spouse,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","No toilet facility (bush, beach), or other","Wood, crop residue, sawdust, animal waste, or other",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,16092020,1430,102,143502,1,1020106,Akan,PII,PII,102,PII,4207,Western,101,Rural,30,40.200001,6,6,PII,1,1,1,4207,.p,42,7,Western,101,Rural,Yes,Yes,,,,PII,,,.p,.p,,6,6,14,1,1,PII,Male,Head,4,July,1980,36,,Married,Yes,2,27,Pentecostal/Charismatic,,Western,Ghanaian by Birth,,Nzema,"No, but deceased",,Teacher Training/Agric/ Nursing Cert,Year three,,Professional/Technical,,"No, but alive",,None,,,Sales,,0,,Yes,07,0,0,0,0,36,1,1,27
1030143,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,One,No one ages 5 to 17,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","No toilet facility (bush, beach), or other","Charcoal, or kerosene",No,Only Television,one,No,Thank you,PII,PII,PII,PII,16092020,956,103,135536,1,1030143,Akan,PII,PII,103,PII,4209,Western,101,Rural,56,4.3000002,2,3,PII,1,1,0,4209,.p,42,9,Western,101,Rural,Yes,Yes,,,,PII,,,.p,.p,.p,9,11,14,1,1,PII,Male,Head,24,March,1965,51,,Married,Yes,2,21,Catholic,,Western,Ghanaian by Birth,,Nzema,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,09,0,0,0,0,51,1,1,21
1010052,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,Only Television,one,No,Thank you,PII,PII,PII,PII,16092020,1854,101,185635,1,1010052,Akan,PII,PII,101,PII,4309,Western,101,Rural,63,2.2,2,2,PII,1,1,0,4309,.p,43,9,Western,101,Rural,Yes,Yes,,,,PII,,,.p,.p,,4,6,12,2,1,PII,Male,Head,7,December,1992,23,,Consensual Union,Yes,2,22,Other Christian,,Western,Ghanaian by Birth,,Nzema,"No, but deceased",,Middle,M4,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Sales,,0,,Yes,09,0,0,0,0,23,0,1,22
1010044,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,Only Television,Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,16092020,1808,101,181117,1,1010044,Akan,PII,PII,101,PII,4405,Western,101,Rural,39,29,5,5,PII,1,1,0,4405,.p,44,5,Western,101,Rural,Yes,Yes,,,,PII,,,.p,.p,,7,12,13,1,1,PII,Male,Head,DK,February,1972,44,,Married,Yes,2,21,Islam,,Greater Accra,Ghanaian by Birth,,"Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc.)","No, but deceased",,None,,,Sales,,"No, but alive",,None,,,Sales,,1,,Yes,05,0,0,0,0,44,1,1,21
1030129,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Two,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","No toilet facility (bush, beach), or other","Wood, crop residue, sawdust, animal waste, or other",No,Only Television,None,No,Thank you,PII,PII,PII,PII,16092020,803,103,132452,1,1030129,Akan,PII,PII,103,PII,4508,Western,101,Rural,34,40.200001,6,6,PII,1,1,0,4508,.p,45,8,Western,101,Rural,Yes,Yes,,,,PII,,,.p,.p,,5,6,15,2,1,PII,Female,Head,12,August,1988,28,,Consensual Union,No,,16,Pentecostal/Charismatic,,Western,Ghanaian by Birth,,Nzema,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,08,0,0,0,1,28,0,0,16
1030133,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Wood, crop residue, sawdust, animal waste, or other",Yes,Only Television,Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,19092020,1346,103,134630,1,1030133,Akan,PII,PII,103,PII,4702,Western,102,Rural,48,11.7,4,4,PII,1,1,2,4702,.p,47,2,Western,102,Rural,Yes,Yes,,,,PII,,,.p,.p,.p,15,16,12,3,1,PII,Male,Head,26,July,1957,59,,Married,Yes,2,20,Catholic,,Western,Ghanaian by Birth,,Nzema,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,02,0,0,0,0,59,1,1,20
1030126,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Two,No,Thank you,PII,PII,PII,PII,24092020,1441,103,170400,1,1030126,Akan,PII,PII,103,PII,4714,Western,102,Rural,63,2.2,2,2,PII,1,1,0,4714,.p,47,14,Western,102,Rural,Yes,Yes,,,,PII,,,.p,.p,.p,4,4,12,3,1,PII,Male,Head,30,April,1976,40,,Married,Yes,2,29,Pentecostal/Charismatic,,Western,Ghanaian by Birth,,Nzema,"No, but deceased",,Middle,M4,,Service,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,1,,Yes,14,0,0,0,0,40,1,1,29
1010024,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,Only Television,Two,No,Thank you,PII,PII,PII,PII,16092020,1035,101,103708,1,1010024,Akan,PII,PII,101,PII,4901,Western,103,Rural,27,53.299999,6,6,PII,1,1,1,4901,.p,49,1,Western,103,Rural,Yes,Yes,,,,PII,,,.p,.p,,8,8,15,4,1,PII,Male,Head,DK,DK,1986,31,,Married,Yes,2,25,Islam,,Western,Ghanaian by Birth,,Fante,"No, but alive",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Sales,,2,,Yes,01,0,0,0,0,31,1,1,25
1060291,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Four,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Gas, or electricity",No,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Two,No,Thank you,PII,PII,PII,PII,15092020,2130,106,213004,1,1060291,Akan,PII,PII,106,PII,4907,Western,103,Rural,53,7.1999998,3,4,PII,1,1,2,4907,.p,49,7,Western,103,Rural,Yes,Yes,,,,PII,,,.p,.p,,6,6,15,4,1,PII,Male,Head,DK,March,1983,33,,Married,Yes,2,27,Pentecostal/Charismatic,,Central,Ghanaian by Birth,,Fante,"No, but alive",,Middle,M4,,Professional/Technical,,"No, but alive",,None,,,Sales,,1,,Yes,07,0,0,0,0,33,1,1,27
1050263,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Four,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,No,Two,No,Thank you,PII,PII,PII,PII,16092020,1559,105,160251,1,1050263,Akan,PII,PII,105,PII,5114,Western,104,Rural,39,29,5,5,PII,1,1,0,5114,.p,51,14,Western,104,Rural,Yes,Yes,,,,PII,,,.p,.p,,4,4,14,4,1,PII,Male,Head,6,June,1975,41,,Married,Yes,2,25,No religion,,Western,Ghanaian by Birth,,Nzema,"No, but alive",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,Primary,P2,,Agric/Anim Husbandry etc,,0,,Yes,14,0,0,1,0,41,1,1,25
1040211,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Four,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",one,No,Thank you,PII,PII,PII,PII,15092020,1824,104,182511,1,1040211,Akan,PII,PII,104,PII,5208,Western,104,Rural,51,7.1999998,3,3,PII,1,1,2,5208,.p,52,8,Western,104,Rural,Yes,Yes,,,,PII,,,.p,.p,,4,5,14,5,1,PII,Male,Head,15,August,1955,61,,Married,Yes,2,34,Pentecostal/Charismatic,,Western,Ghanaian by Birth,,Fante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,08,0,0,0,0,61,1,1,34
1010041,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Gas, or electricity",Yes,Only Television,Two,No,Thank you,PII,PII,PII,PII,16092020,1058,101,110056,1,1010041,Akan,PII,PII,101,PII,5410,Western,105,Rural,60,2.2,2,2,PII,1,1,2,5410,.p,54,10,Western,105,Rural,Yes,Yes,,,,PII,,,.p,.p,,5,2,15,5,1,PII,Male,Head,DK,DK,1984,33,,Married,Yes,2,24,Pentecostal/Charismatic,,Western,Ghanaian by Birth,,Ahanta,"No, but deceased",,None,,,Professional/Technical,,"No, but alive",,None,,,Sales,,1,,Yes,10,0,0,0,0,33,1,1,24
1040174,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,No,Thank you,PII,PII,PII,PII,15092020,913,104,91503,1,1040174,Akan,PII,PII,104,PII,5513,Western,106,Rural,34,40.200001,6,6,PII,1,1,1,5513,.p,55,13,Western,106,Rural,Yes,Yes,,,,PII,,,.p,.p,,2,5,33,1,1,PII,Male,Head,12,June,1983,33,,Consensual Union,Yes,2,32,Other Christian,,Western,Ghanaian by Birth,,Fante,"No, but alive",,Middle,M3,,Professional/Technical,,"No, but alive",,Primary,P3,,Agric/Anim Husbandry etc,,0,,Yes,13,0,0,0,0,33,0,1,32
1050250,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Two,Only Bicycle,Thank you,PII,PII,PII,PII,18092020,1120,105,112434,1,1050250,English,PII,PII,105,PII,5602,Western,106,Rural,71,.80000001,1,1,PII,0,1,2,5602,.p,56,2,Western,106,Rural,Yes,Yes,,,,PII,,,.p,.p,,4,4,34,2,1,PII,Male,Head,8,March,1978,38,,Consensual Union,Yes,2,29,Protestant,,Volta,Ghanaian by Birth,,Ewe,"No, but deceased",,JSS/JHS,JSS3/JHS3,,Clerical,,"No, but deceased",,Primary,P3,,Agric/Anim Husbandry etc,,0,,Yes,02,0,0,0,0,38,0,1,29
